,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
0,"B. RILEY FINANCIAL, INC. SHAREHOLDER ALERT: Bernstein Liebhard LLP Announces that a Securities Class Action Lawsuit Has Been Filed Against B. Riley Financial, Inc.  ( NASDAQ: RILY )  - B. Riley Financial  ( NASDAQ:RILY ) ",https://www.benzinga.com/pressreleases/24/01/g36841474/b-riley-financial-inc-shareholder-alert-bernstein-liebhard-llp-announces-that-a-securities-class-a,20240130T121500,['Globe Newswire'],"NEW YORK, Jan. 30, 2024 ( GLOBE NEWSWIRE ) -- Bernstein Liebhard LLP: Do you, or did you, own shares of B. Riley Financial, Inc. RILY? Did you purchase your shares between May 10, 2023 and November 9, 2023, inclusive? Did you lose money in your investment in B. Riley Financial, Inc.?",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,News,www.benzinga.com,"[{'topic': 'Mergers & Acquisitions', 'relevance_score': '0.108179'}, {'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.986714'}]",0.002444,Neutral,"[{'ticker': 'FRGAP', 'relevance_score': '0.053629', 'ticker_sentiment_score': '-0.003001', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NMR', 'relevance_score': '0.053629', 'ticker_sentiment_score': '-0.003001', 'ticker_sentiment_label': 'Neutral'}]"
0,"EY is tracking staff office attendance with 'turnstile access' data, as some teams disregard RTO mandates",https://www.businessinsider.com/ey-tracking-office-attendance-data-teams-disregard-rto-policies-2024-1,20240130T120800,['Sawdah Bhaimiya'],EY Tracking Office Attendance Data As Staff Disregard RTO Mandates: Report - Business Insider ...,,Business Insider,GoogleRSS,www.businessinsider.com,"[{'topic': 'Finance', 'relevance_score': '1.0'}]",0.028414,Neutral,"[{'ticker': 'C', 'relevance_score': '0.108466', 'ticker_sentiment_score': '-0.072867', 'ticker_sentiment_label': 'Neutral'}]"
0,Is Janus Henderson Enterprise I  ( JMGRX )  a Strong Mutual Fund Pick Right Now?,https://www.zacks.com/stock/news/2217644/is-janus-henderson-enterprise-i-jmgrx-a-strong-mutual-fund-pick-right-now,20240130T120005,['Zacks Equity Research'],Mutual Fund Report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default21.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",0.038105,Neutral,"[{'ticker': 'JHG', 'relevance_score': '0.236396', 'ticker_sentiment_score': '0.06524', 'ticker_sentiment_label': 'Neutral'}]"
0,Cambridge Bancorp Announces Results for 2023 and Declares Quarterly Dividend,https://www.prnewswire.com/news-releases/cambridge-bancorp-announces-results-for-2023-and-declares-quarterly-dividend-302047493.html,20240130T120000,['Cambridge Bancorp'],"CAMBRIDGE, Mass., Jan. 30, 2024 /PRNewswire/ -- Cambridge Bancorp ( NASDAQ: CATC ) ( the ""Company"" ) , the parent company of Cambridge Trust Company, today announced unaudited net income of $34.1 million for the year ended December 31, 2023, a decrease of $18.8 million, or 35.5%, as compared to ...",https://mma.prnewswire.com/media/1219963/Cambridge_Bancorp_V1_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.495866'}, {'topic': 'Finance', 'relevance_score': '1.0'}]",0.231404,Somewhat-Bullish,"[{'ticker': 'CATC', 'relevance_score': '0.094638', 'ticker_sentiment_score': '0.069631', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EBC', 'relevance_score': '0.01054', 'ticker_sentiment_score': '0.137624', 'ticker_sentiment_label': 'Neutral'}]"
0,Spotlight on CrowdStrike Holdings: Analyzing the Surge in Options Activity - CrowdStrike Holdings  ( NASDAQ:CRWD ) ,https://www.benzinga.com/insights/options/24/01/36846691/spotlight-on-crowdstrike-holdings-analyzing-the-surge-in-options-activity,20240130T144638,['Benzinga Insights'],"High-rolling investors have positioned themselves bullish on CrowdStrike Holdings CRWD, and it's important for retail traders to take note. \This activity came to our attention today through Benzinga's tracking of publicly available options data.",https://cdn.benzinga.com/files/images/story/2023/movers_image_5.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.13087,Neutral,"[{'ticker': 'MS', 'relevance_score': '0.077845', 'ticker_sentiment_score': '-0.136968', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRWD', 'relevance_score': '0.796043', 'ticker_sentiment_score': '0.321945', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
0,Decoding Arista Networks's Options Activity: What's the Big Picture? - Arista Networks  ( NYSE:ANET ) ,https://www.benzinga.com/insights/options/24/01/36846686/decoding-arista-networkss-options-activity-whats-the-big-picture,20240130T144628,['Benzinga Insights'],"Financial giants have made a conspicuous bearish move on Arista Networks. Our analysis of options history for Arista Networks ANET revealed 10 unusual trades. Delving into the details, we found 30% of traders were bullish, while 70% showed bearish tendencies.",https://cdn.benzinga.com/files/images/story/2023/movers_image_1.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.120805,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.086245', 'ticker_sentiment_score': '0.05851', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.086245', 'ticker_sentiment_score': '0.05851', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ANET', 'relevance_score': '0.766478', 'ticker_sentiment_score': '-0.067073', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.086245', 'ticker_sentiment_score': '-0.10903', 'ticker_sentiment_label': 'Neutral'}]"
0,"Microsoft, Alphabet stocks under pressure to show AI earnings boost",https://www.business-standard.com/world-news/microsoft-alphabet-stocks-under-pressure-to-show-ai-earnings-boost-124013000873_1.html,20240130T144101,['Bloomberg'],"For about a year, investors have bid up megacap tech shares on the theory that their exposure to artificial intelligence will usher in a new era of elevated growth and efficiency. Now the companies need to prove it.","https://bsmedia.business-standard.com/_media/bs/img/article/2024-01/30/full/1706624737-7616.png?im=Resize=(640,480)",Business Standard,GoogleRSS,www.business-standard.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Earnings', 'relevance_score': '0.928769'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.097717,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.384608', 'ticker_sentiment_score': '0.016157', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.057215', 'ticker_sentiment_score': '0.074021', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBS', 'relevance_score': '0.057215', 'ticker_sentiment_score': '-0.034018', 'ticker_sentiment_label': 'Neutral'}]"
0,"Morgan Stanley upgrades Bank of America, Goldman Sachs and Citi on 'lightened up' Basel III capital requirements",https://www.marketwatch.com/story/morgan-stanley-upgrades-bank-of-america-goldman-sachs-and-citi-on-lightened-up-basel-iii-capital-requirements-266707a3,20240130T142300,['Steve Gelsi'],"Analyst Betsy Graseck is ""back & bullish"" on banks on sunnier prospects for a ""significant increase in buybacks."" ...",https://images.mktw.net/im-53111258/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.137529,Neutral,"[{'ticker': 'C', 'relevance_score': '0.252987', 'ticker_sentiment_score': '0.269058', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NTRS', 'relevance_score': '0.128135', 'ticker_sentiment_score': '0.147155', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.19117', 'ticker_sentiment_score': '0.2037', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'RF', 'relevance_score': '0.128135', 'ticker_sentiment_score': '0.013859', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.064276', 'ticker_sentiment_score': '0.049024', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WFC', 'relevance_score': '0.128135', 'ticker_sentiment_score': '-0.129533', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.313218', 'ticker_sentiment_score': '0.181258', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BK', 'relevance_score': '0.19117', 'ticker_sentiment_score': '0.192694', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GS', 'relevance_score': '0.19117', 'ticker_sentiment_score': '0.2037', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
0,What's Going On With SoFi Technologies Stock? - SoFi Techs  ( NASDAQ:SOFI ) ,https://www.benzinga.com/news/24/01/36845868/whats-going-on-with-sofi-technologies-stock,20240130T141532,['Adam Eckert'],SoFi Technologies Inc SOFI shares are in the spotlight Tuesday after the stock rallied more than 20% on Monday. Here's a look at what's going on. What To Know: SoFi reported better-than-expected financial results on Monday sending shares racing higher.,https://cdn.benzinga.com/files/images/story/2024/sofi-shutter2_0.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Earnings', 'relevance_score': '0.972476'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.269338,Somewhat-Bullish,"[{'ticker': 'IVZ', 'relevance_score': '0.077593', 'ticker_sentiment_score': '0.098267', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SOFI', 'relevance_score': '0.373751', 'ticker_sentiment_score': '0.255559', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
0,BofA the Preeminent Leader in Greenwich Digital Transformation Benchmarking Study,https://www.prnewswire.com/news-releases/bofa-the-preeminent-leader-in-greenwich-digital-transformation-benchmarking-study-302047671.html,20240130T140000,['Bank of America Corporation'],"Innovations Within the CashPro® Platform Lead to Top Scores Within Digital Channels, Payments & Treasury Management Categories Company Also Receives 2023 Greenwich Excellence Awards for Digital Experience in Serving Large Corporate Clients",https://mma.prnewswire.com/media/1612970/Bank_of_America_Corporation_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.98396'}]",0.382504,Bullish,"[{'ticker': 'APG', 'relevance_score': '0.044551', 'ticker_sentiment_score': '0.062672', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.6286', 'ticker_sentiment_score': '0.516094', 'ticker_sentiment_label': 'Bullish'}]"
0,Euronet Collaborates with Banco Guayaquil to Enhance Transaction Switching Solutions and Enable Advanced Banking Technology Integrations in Ecuador,https://www.globenewswire.com/news-release/2024/01/30/2820084/23467/en/Euronet-Collaborates-with-Banco-Guayaquil-to-Enhance-Transaction-Switching-Solutions-and-Enable-Advanced-Banking-Technology-Integrations-in-Ecuador.html,20240130T140000,"['Inc.', 'Euronet Worldwide']",Euronet today announced a multi-year agreement with Banco Guayaquil in Ecuador.,https://ml.globenewswire.com/Resource/Download/cbc2673f-d9f1-40cc-9065-ce35d0559391,GlobeNewswire,n/a,www.globenewswire.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.346472,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.04497', 'ticker_sentiment_score': '0.090552', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AXP', 'relevance_score': '0.04497', 'ticker_sentiment_score': '0.291182', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CURN', 'relevance_score': '0.04497', 'ticker_sentiment_score': '0.105257', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.04497', 'ticker_sentiment_score': '0.090552', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MA', 'relevance_score': '0.04497', 'ticker_sentiment_score': '0.291182', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
0,"Homebase Continues Leadership Expansion, Appointing Philip Moon as Chief Financial Officer",https://www.prnewswire.com/news-releases/homebase-continues-leadership-expansion-appointing-philip-moon-as-chief-financial-officer-302047618.html,20240130T140000,['Homebase'],"Co-founder Rushi Patel steps into role as Chief Revenue Officer, driving Homebase's ambitious product expansion and growth plans",https://mma.prnewswire.com/media/2068299/Homebase_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.158519'}, {'topic': 'Earnings', 'relevance_score': '0.684621'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.3442,Somewhat-Bullish,"[{'ticker': 'HLFFF', 'relevance_score': '0.066784', 'ticker_sentiment_score': '0.044063', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SHOP', 'relevance_score': '0.066784', 'ticker_sentiment_score': '0.044063', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GROV', 'relevance_score': '0.066784', 'ticker_sentiment_score': '0.163846', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.066784', 'ticker_sentiment_score': '0.163846', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
0,Farmers share how they use regenerative agriculture to address the climate and food crisis - Canada NewsWire,https://www.newswire.ca/news-releases/farmers-share-how-they-use-regenerative-agriculture-to-address-the-climate-and-food-crisis-870677297.html,20240130T131400,[],Farmers share how they use regenerative agriculture to address the climate and food crisis Canada ...,,Canada Newswire,n/a,www.newswire.ca,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.380824,Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.103778', 'ticker_sentiment_score': '0.124737', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.103778', 'ticker_sentiment_score': '0.124737', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FXNC', 'relevance_score': '0.103778', 'ticker_sentiment_score': '0.196325', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
0,HCA's stock jumps as fourth-quarter results top expectations,https://www.marketwatch.com/story/hcas-stock-jumps-as-fourth-quarter-results-top-expectations-db649f56,20240130T130000,['Eleanor Laise'],HCA Healthcare's stock jumped early Tuesday after the hospital operator reported fourth-quarter results that topped expectations.,https://images.mktw.net/im-444891/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Earnings', 'relevance_score': '0.614606'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.237769,Somewhat-Bullish,"[{'ticker': 'HUM', 'relevance_score': '0.282234', 'ticker_sentiment_score': '0.195115', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'THC', 'relevance_score': '0.282234', 'ticker_sentiment_score': '0.195115', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UNH', 'relevance_score': '0.282234', 'ticker_sentiment_score': '0.195115', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'HCA', 'relevance_score': '0.896158', 'ticker_sentiment_score': '0.40321', 'ticker_sentiment_label': 'Bullish'}]"
0,Cathie Wood Just Bought the Dip on This Incredible Artificial Intelligence  ( AI )  Growth Stock. Here's Why I Think That's a Smart Move,https://www.fool.com/investing/2024/01/30/cathie-wood-just-bought-the-dip-in-this-incredible/,20240130T124500,['Adam Spatacco'],"Following an analyst downgrade on Palantir, the Ark Invest boss scooped up another 1 million shares for her exchange-traded funds.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F762737%2Fai-artificial-intelligence-in-circle-on-keyboard.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.977154'}, {'topic': 'Earnings', 'relevance_score': '0.161647'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.332385,Somewhat-Bullish,"[{'ticker': 'MDB', 'relevance_score': '0.04872', 'ticker_sentiment_score': '0.065261', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BFC', 'relevance_score': '0.04872', 'ticker_sentiment_score': '0.013', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.04872', 'ticker_sentiment_score': '0.074791', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DDOG', 'relevance_score': '0.04872', 'ticker_sentiment_score': '0.065261', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NOW', 'relevance_score': '0.04872', 'ticker_sentiment_score': '0.065261', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PLTR', 'relevance_score': '0.097259', 'ticker_sentiment_score': '0.268628', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
0,Food-delivery group stocks go stale after discount sale,https://www.marketwatch.com/story/food-delivery-group-stocks-go-stale-after-discount-sale-8426a13a,20240130T121100,['Jamie Chisholm'],Shares of European food-delivery groups fell sharply Tuesday after the discounted sale of a big share stake raised questions about the market's valuation of the sector.,https://images.mktw.net/im-316291/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.026391,Neutral,"[{'ticker': 'HLFFF', 'relevance_score': '0.082677', 'ticker_sentiment_score': '-0.111776', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BABWF', 'relevance_score': '0.082677', 'ticker_sentiment_score': '0.097017', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DROOF', 'relevance_score': '0.082677', 'ticker_sentiment_score': '0.056085', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DLVHF', 'relevance_score': '0.244518', 'ticker_sentiment_score': '0.003802', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.164468', 'ticker_sentiment_score': '0.185488', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DEO', 'relevance_score': '0.082677', 'ticker_sentiment_score': '-0.145538', 'ticker_sentiment_label': 'Neutral'}]"
0,Corning Reports Fourth-Quarter and Full-Year 2023 Financial Results,https://www.globenewswire.com/news-release/2024/01/30/2819826/0/en/Corning-Reports-Fourth-Quarter-and-Full-Year-2023-Financial-Results.html,20240130T121000,['Corning Incorporated'],"Fourth-quarter results demonstrate continued progress restoring productivity ratios to historical levels and raising price to offset inflation. Despite lower sales, fourth-quarter GAAP and core gross margin each improved by more than 300 basis points year over year and cash generation ...",,GlobeNewswire,n/a,www.globenewswire.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.875462'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.150063,Somewhat-Bullish,"[{'ticker': 'MS', 'relevance_score': '0.014595', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GLW', 'relevance_score': '0.05833', 'ticker_sentiment_score': '0.113002', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:TWD', 'relevance_score': '0.014595', 'ticker_sentiment_score': '-0.045485', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:KRW', 'relevance_score': '0.014595', 'ticker_sentiment_score': '-0.045485', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:JPY', 'relevance_score': '0.043764', 'ticker_sentiment_score': '0.003998', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:EUR', 'relevance_score': '0.014595', 'ticker_sentiment_score': '-0.045485', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:CNY', 'relevance_score': '0.014595', 'ticker_sentiment_score': '-0.045485', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.029184', 'ticker_sentiment_score': '-0.041657', 'ticker_sentiment_label': 'Neutral'}]"
0,"Goldman Sachs, AbbVie And A Major Chipmaker: CNBC's 'Final Trades' - AbbVie  ( NYSE:ABBV ) , Goldman Sachs Gr  ( NYSE:GS ) ",https://www.benzinga.com/trading-ideas/long-ideas/24/01/36838789/goldman-sachs-abbvie-and-a-major-chipmaker-cnbcs-final-trades,20240130T140014,['Avi Kapoor'],"On CNBC's ""Halftime Report Final Trades,"" Steve Weiss of Short Hills Capital Partners said Taiwan Semiconductor Manufacturing Company Limited TSM goes higher. Taiwan Semiconductor Manufacturing is reportedly eyeing its second Japanese plant in the same town as its first in Kumamoto prefecture.",https://cdn.benzinga.com/files/images/story/2024/01/30/analyst_trader_shutter.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.744043'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.214773,Somewhat-Bullish,"[{'ticker': 'NVDA', 'relevance_score': '0.132368', 'ticker_sentiment_score': '-0.051927', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABBV', 'relevance_score': '0.595343', 'ticker_sentiment_score': '0.409764', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'VRTS', 'relevance_score': '0.132368', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.495015', 'ticker_sentiment_score': '0.590392', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'TSM', 'relevance_score': '0.495015', 'ticker_sentiment_score': '-0.179857', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
0,General Assembly Launches Suite of Upskilling Programs to Prepare Businesses for an AI-Driven Economy,https://www.prnewswire.com/news-releases/general-assembly-launches-suite-of-upskilling-programs-to-prepare-businesses-for-an-ai-driven-economy-302047685.html,20240130T140000,['General Assembly'],"As generative AI reshapes the global world of work, new initiative from tech talent pioneer will accelerate AI fluency across the enterprise",https://mma.prnewswire.com/media/599040/General_Assembly_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]",0.264887,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.05833', 'ticker_sentiment_score': '0.123026', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NYT', 'relevance_score': '0.05833', 'ticker_sentiment_score': '0.191002', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'HUM', 'relevance_score': '0.05833', 'ticker_sentiment_score': '0.123026', 'ticker_sentiment_label': 'Neutral'}]"
0,"Did You Miss These 3 High-Yielding Dividend Stocks In Health Care Sector From Wall Street's Most Accurate Analysts? - CVS Health  ( NYSE:CVS ) , Bristol-Myers Squibb  ( NYSE:BMY ) ",https://www.benzinga.com/news/24/01/36842103/did-you-miss-these-3-high-yielding-dividend-stocks-in-health-care-sector-from-wall-streets-most-accu,20240130T124937,['Avi Kapoor'],"During times of turbulence and uncertainty in the markets, many investors turn to dividend-yielding stocks. These are often companies that have high free cash flows and reward shareholders with a high dividend payout.",https://cdn.benzinga.com/files/images/story/2024/01/30/image17.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.01895,Neutral,"[{'ticker': 'CVS', 'relevance_score': '0.102013', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.202366', 'ticker_sentiment_score': '-0.157495', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'BMY', 'relevance_score': '0.102013', 'ticker_sentiment_score': '0.092927', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'OGN', 'relevance_score': '0.102013', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
0,"SLB, Coinbase And 2 Other Stocks Insiders Are Selling - Schlumberger  ( NYSE:SLB ) , Coinbase Glb  ( NASDAQ:COIN ) ",https://www.benzinga.com/news/24/01/36842102/slb-coinbase-and-2-other-stocks-insiders-are-selling,20240130T124903,['Avi Kapoor'],"The Nasdaq 100 closed higher by around 1% on Monday. Investors, meanwhile, focused on some notable insider trades. When insiders sell shares, it could be a preplanned sale, or could indicate their concern in the company's prospects or that they view the stock as being overpriced.",https://cdn.benzinga.com/files/images/story/2024/01/30/slb_-_logo.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]",0.218196,Somewhat-Bullish,"[{'ticker': 'SLB', 'relevance_score': '0.18046', 'ticker_sentiment_score': '0.212204', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ZIONL', 'relevance_score': '0.267804', 'ticker_sentiment_score': '0.150786', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TMST', 'relevance_score': '0.431554', 'ticker_sentiment_score': '0.206965', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COIN', 'relevance_score': '0.431554', 'ticker_sentiment_score': '0.455954', 'ticker_sentiment_label': 'Bullish'}]"
